X,Y,Trt,/,Site,elevation,elevation_st,meanndvi,medianndvi,stndvi,nvdi_st
456329.8,6314773,1,/,Batalling,290,-0.722794647,0.387690754,0.388043776,0.085687849,-2.12671435
456829.8,6314773,1,/,Batalling,295,-0.555917848,0.377380612,0.375258684,0.041298987,-2.291186918
457329.8,6314773,1,/,Batalling,285,-0.889671446,0.3475285,0.347259611,0.047778591,-2.767402816
457829.8,6314773,1,/,Batalling,285,-0.889671446,0.318741822,0.320492566,0.064018599,-3.226622374
442829.8,6315273,1,/,Batalling,250,-2.057809041,0.470328505,0.478466988,0.089106231,-0.808435404
443329.8,6315273,1,/,Batalling,285,-0.889671446,0.561584362,0.567272156,0.045861447,0.647323902
443829.8,6315273,1,/,Batalling,305,-0.222164249,0.559670783,0.563474983,0.0428342,0.616797528
444329.8,6315273,1,/,Batalling,310,-0.05528745,0.573277267,0.577947825,0.043443815,0.833855001
444829.8,6315273,1,/,Batalling,305,-0.222164249,0.463683765,0.541868359,0.150460449,-0.914435637
445329.8,6315273,1,/,Batalling,295,-0.555917848,0.300077976,0.276825845,0.073405441,-3.524357428
445829.8,6315273,1,/,Batalling,295,-0.555917848,0.40757604,0.424652636,0.122879034,-1.809494271
446329.8,6315273,1,/,Batalling,320,0.278466148,0.505063244,0.518910736,0.082513086,-0.254329386
446829.8,6315273,1,/,Batalling,340,0.945973345,0.549708079,0.552631527,0.035294107,0.457867465
447329.8,6315273,1,/,Batalling,350,1.279726943,0.564047463,0.566668093,0.031664296,0.686616527
447829.8,6315273,1,/,Batalling,325,0.445342947,0.576890049,0.579678774,0.039976397,0.891487915
448329.8,6315273,1,/,Batalling,330,0.612219747,0.574708512,0.578199416,0.044254927,0.85668694
448829.8,6315273,1,/,Batalling,340,0.945973345,0.585033939,0.588358551,0.030427863,1.021403342
449329.8,6315273,1,/,Batalling,330,0.612219747,0.581680965,0.585544288,0.034888611,0.967915016
449829.8,6315273,1,/,Batalling,350,1.279726943,0.570299661,0.573995173,0.030429571,0.786354733
450329.8,6315273,1,/,Batalling,360,1.613480542,0.569940577,0.572087198,0.029259916,0.780626444
450829.8,6315273,1,/,Batalling,360,1.613480542,0.579946267,0.581770569,0.029335082,0.940242241
451329.8,6315273,1,/,Batalling,370,1.94723414,0.538575511,0.561215699,0.095510986,0.280275144
451829.8,6315273,1,/,Batalling,360,1.613480542,0.557242588,0.56198886,0.038555359,0.57806174
452329.8,6315273,1,/,Batalling,335,0.779096546,0.565731879,0.568717986,0.034099165,0.713487178
452829.8,6315273,1,/,Batalling,315,0.111589349,0.548420282,0.55243367,0.047208324,0.43732388
453329.8,6315273,1,/,Batalling,335,0.779096546,0.54974188,0.55285427,0.029149259,0.458406676
453829.8,6315273,1,/,Batalling,320,0.278466148,0.551044263,0.554500788,0.034597087,0.479182944
454329.8,6315273,1,/,Batalling,335,0.779096546,0.567425529,0.569620341,0.026885917,0.740505134
454829.8,6315273,1,/,Batalling,340,0.945973345,0.562768245,0.564862847,0.026781151,0.666209799
455329.8,6315273,1,/,Batalling,310,-0.05528745,0.532161286,0.535864949,0.039212177,0.177952202
455829.8,6315273,1,/,Batalling,305,-0.222164249,0.509729343,0.511615127,0.043916009,-0.179893429
456329.8,6315273,1,/,Batalling,305,-0.222164249,0.476792118,0.477693558,0.039475989,-0.7053246
456829.8,6315273,1,/,Batalling,310,-0.05528745,0.429986773,0.433249414,0.033843038,-1.451986993
457329.8,6315273,1,/,Batalling,290,-0.722794647,0.404492395,0.406131715,0.048330365,-1.858686127
457829.8,6315273,1,/,Batalling,290,-0.722794647,0.366086584,0.368628711,0.051285947,-2.47135493
458329.8,6315273,1,/,Batalling,290,-0.722794647,0.377396105,0.373821735,0.044379391,-2.290939766
442329.8,6315773,1,/,Batalling,255,-1.890932241,0.548975102,0.560297072,0.055690964,0.446174648
442829.8,6315773,1,/,Batalling,255,-1.890932241,0.519344783,0.530703485,0.075300943,-0.026503096
443329.8,6315773,1,/,Batalling,255,-1.890932241,0.525753635,0.529356241,0.068183419,0.075734133
443829.8,6315773,1,/,Batalling,265,-1.557178643,0.549893216,0.559383541,0.056971689,0.460820864
444329.8,6315773,1,/,Batalling,270,-1.390301844,0.535931727,0.554447889,0.079967296,0.238100173
444829.8,6315773,1,/,Batalling,275,-1.223425045,0.442594696,0.456122622,0.127352459,-1.250859067
445329.8,6315773,1,/,Batalling,280,-1.056548245,0.366952109,0.365453482,0.099733202,-2.45754764
445829.8,6315773,1,/,Batalling,320,0.278466148,0.400352326,0.422801405,0.100324859,-1.924730588
446329.8,6315773,1,/,Batalling,370,1.94723414,0.472007001,0.465936735,0.07369408,-0.781659192
446829.8,6315773,1,/,Batalling,350,1.279726943,0.508389481,0.532839894,0.078803407,-0.201267581
447329.8,6315773,1,/,Batalling,325,0.445342947,0.568802967,0.571428567,0.040248094,0.762478718
447829.8,6315773,1,/,Batalling,315,0.111589349,0.572142025,0.583977282,0.060887236,0.815745049
448329.8,6315773,1,/,Batalling,320,0.278466148,0.542057497,0.553733945,0.06059355,0.335821535
448829.8,6315773,1,/,Batalling,320,0.278466148,0.550828635,0.561602801,0.055142695,0.475743138
449329.8,6315773,1,/,Batalling,335,0.779096546,0.574569024,0.58040145,0.039671136,0.854461758
449829.8,6315773,1,/,Batalling,345,1.112850144,0.578537857,0.580651194,0.033308882,0.917774577
450329.8,6315773,1,/,Batalling,355,1.446603743,0.534737817,0.575825661,0.11041195,0.21905432
450829.8,6315773,1,/,Batalling,335,0.779096546,0.533879004,0.551984191,0.089367002,0.205354103
451329.8,6315773,1,/,Batalling,350,1.279726943,0.312500199,0.180469632,0.195223582,-3.326191882
451829.8,6315773,1,/,Batalling,365,1.780357341,0.555056474,0.559707135,0.045364374,0.543187751
452329.8,6315773,1,/,Batalling,350,1.279726943,0.558789955,0.563250363,0.039993304,0.602746117
452829.8,6315773,1,/,Batalling,325,0.445342947,0.574645617,0.576922774,0.029437989,0.855683608
453329.8,6315773,1,/,Batalling,300,-0.389041049,0.528135564,0.535324931,0.048446584,0.113731861
453829.8,6315773,1,/,Batalling,305,-0.222164249,0.508556069,0.51835981,0.053741912,-0.198610086
454329.8,6315773,1,/,Batalling,310,-0.05528745,0.545447578,0.549662322,0.03714903,0.389901811
454829.8,6315773,1,/,Batalling,335,0.779096546,0.567468138,0.570011407,0.029408803,0.741184854
455329.8,6315773,1,/,Batalling,330,0.612219747,0.569298384,0.571398109,0.029243385,0.770381859
455829.8,6315773,1,/,Batalling,340,0.945973345,0.545945131,0.547597229,0.028039547,0.397839027
456329.8,6315773,1,/,Batalling,330,0.612219747,0.50547086,0.505329877,0.030623827,-0.247826891
456829.8,6315773,1,/,Batalling,320,0.278466148,0.443348994,0.443916664,0.032145524,-1.238826126
457329.8,6315773,1,/,Batalling,295,-0.555917848,0.405841962,0.406210631,0.037665151,-1.837157155
457829.8,6315773,1,/,Batalling,305,-0.222164249,0.406488485,0.405738384,0.03246472,-1.826843495
458329.8,6315773,1,/,Batalling,290,-0.722794647,0.382910844,0.380101606,0.031380217,-2.202965877
458829.8,6315773,1,/,Batalling,305,-0.222164249,0.420009261,0.418197721,0.038401088,-1.61115328
441829.8,6316273,1,/,Batalling,255,-1.890932241,0.532928478,0.543478072,0.055870535,0.190190835
442329.8,6316273,1,/,Batalling,265,-1.557178643,0.558558642,0.561584592,0.040960277,0.599056095
442829.8,6316273,1,/,Batalling,280,-1.056548245,0.567797719,0.572922438,0.047031439,0.746442496
443329.8,6316273,1,/,Batalling,295,-0.555917848,0.578043346,0.581967026,0.043753811,0.909885889
443829.8,6316273,1,/,Batalling,305,-0.222164249,0.570189452,0.578042477,0.046884419,0.784596623
444329.8,6316273,1,/,Batalling,340,0.945973345,0.580335033,0.583149403,0.032141313,0.946444032
444829.8,6316273,1,/,Batalling,330,0.612219747,0.324055339,0.29634051,0.093836366,-3.14185848
445329.8,6316273,1,/,Batalling,340,0.945973345,0.39962489,0.344928786,0.134293034,-1.936335013
445829.8,6316273,1,/,Batalling,325,0.445342947,0.488331029,0.535146892,0.121837623,-0.521250091
446329.8,6316273,1,/,Batalling,330,0.612219747,0.563061757,0.571747124,0.051209255,0.67089205
446829.8,6316273,1,/,Batalling,330,0.612219747,0.569449648,0.572711289,0.036859454,0.772794898
447329.8,6316273,1,/,Batalling,315,0.111589349,0.582797751,0.592831284,0.051398621,0.985730547
447829.8,6316273,1,/,Batalling,305,-0.222164249,0.529615165,0.543912351,0.069662238,0.1373352
448329.8,6316273,1,/,Batalling,320,0.278466148,0.566056707,0.574295372,0.048457534,0.718668998
448829.8,6316273,1,/,Batalling,335,0.779096546,0.569145851,0.572115809,0.03462792,0.767948576
449329.8,6316273,1,/,Batalling,350,1.279726943,0.563443122,0.565891474,0.035239728,0.676975776
449829.8,6316273,1,/,Batalling,365,1.780357341,0.56962674,0.572071612,0.031663184,0.775619959
450329.8,6316273,1,/,Batalling,355,1.446603743,0.553086922,0.578638911,0.09341747,0.511768467
450829.8,6316273,1,/,Batalling,345,1.112850144,0.563019934,0.580611825,0.075882891,0.670224868
451329.8,6316273,1,/,Batalling,320,0.278466148,0.320463413,0.228318088,0.197836734,-3.199158689
451829.8,6316273,1,/,Batalling,340,0.945973345,0.500603466,0.549032211,0.129592639,-0.325474006
452329.8,6316273,1,/,Batalling,330,0.612219747,0.551282537,0.555862784,0.041931417,0.482984011
452829.8,6316273,1,/,Batalling,320,0.278466148,0.551401264,0.555858344,0.043143283,0.484878003
453329.8,6316273,1,/,Batalling,310,-0.05528745,0.530544994,0.532251149,0.047146978,0.1521683
453829.8,6316273,1,/,Batalling,305,-0.222164249,0.529902366,0.534538567,0.042319258,0.141916775
454329.8,6316273,1,/,Batalling,330,0.612219747,0.568192314,0.571273923,0.029307783,0.752737274
454829.8,6316273,1,/,Batalling,335,0.779096546,0.576138318,0.578272313,0.025672535,0.879495924
455329.8,6316273,1,/,Batalling,325,0.445342947,0.56031431,0.565481991,0.035664539,0.627063394
455829.8,6316273,1,/,Batalling,325,0.445342947,0.550816286,0.555306137,0.035492187,0.47554614
456329.8,6316273,1,/,Batalling,330,0.612219747,0.491322513,0.487364739,0.038048668,-0.473528434
456829.8,6316273,1,/,Batalling,335,0.779096546,0.45162734,0.454297408,0.032574442,-1.106765789
457329.8,6316273,1,/,Batalling,330,0.612219747,0.452676832,0.456207827,0.035091551,-1.090023765
457829.8,6316273,1,/,Batalling,320,0.278466148,0.446983321,0.447172299,0.02289848,-1.180849515
458329.8,6316273,1,/,Batalling,300,-0.389041049,0.417483504,0.419588342,0.038631818,-1.651445425
458829.8,6316273,1,/,Batalling,305,-0.222164249,0.418786873,0.42086269,0.033220429,-1.630653428
459329.8,6316273,1,/,Batalling,330,0.612219747,0.45511604,0.455193043,0.029550539,-1.051112293
459829.8,6316273,1,/,Batalling,310,-0.05528745,0.434837112,0.432299405,0.033500885,-1.374611947
441829.8,6316773,1,/,Batalling,260,-1.724055442,0.547913994,0.556749195,0.052482755,0.429247319
442329.8,6316773,1,/,Batalling,305,-0.222164249,0.574581289,0.580956459,0.042334095,0.854657415
442829.8,6316773,1,/,Batalling,335,0.779096546,0.575984268,0.577862591,0.035817425,0.877038441
443329.8,6316773,1,/,Batalling,360,1.613480542,0.575559836,0.5804196,0.039742027,0.870267689
443829.8,6316773,1,/,Batalling,350,1.279726943,0.570850079,0.575728357,0.040116765,0.795135277
444329.8,6316773,1,/,Batalling,340,0.945973345,0.563155668,0.564041197,0.036930342,0.672390165
444829.8,6316773,1,/,Batalling,355,1.446603743,0.557058321,0.575482011,0.079407158,0.575122221
445329.8,6316773,1,/,Batalling,340,0.945973345,0.571624265,0.575844377,0.044186632,0.807485482
445829.8,6316773,1,/,Batalling,295,-0.555917848,0.569819299,0.579915851,0.055634037,0.778691757
446329.8,6316773,1,/,Batalling,295,-0.555917848,0.567601886,0.576199025,0.050084091,0.74331847
446829.8,6316773,1,/,Batalling,300,-0.389041049,0.551182468,0.561803192,0.057522579,0.48138766
447329.8,6316773,1,/,Batalling,305,-0.222164249,0.545880254,0.567924023,0.07141002,0.396804077
447829.8,6316773,1,/,Batalling,320,0.278466148,0.559509186,0.566241682,0.046931137,0.614219651
448329.8,6316773,1,/,Batalling,325,0.445342947,0.577177311,0.57994175,0.034692567,0.896070463
448829.8,6316773,1,/,Batalling,310,-0.05528745,0.548794991,0.553944677,0.048015294,0.443301426
449329.8,6316773,1,/,Batalling,335,0.779096546,0.574341926,0.577695459,0.03645339,0.850838976
449829.8,6316773,1,/,Batalling,350,1.279726943,0.571392095,0.575213522,0.035110181,0.803781789
450329.8,6316773,1,/,Batalling,345,1.112850144,0.573595322,0.57608822,0.031784282,0.838928774
450829.8,6316773,1,/,Batalling,315,0.111589349,0.519852327,0.562645435,0.129234204,-0.018406499
451329.8,6316773,1,/,Batalling,300,-0.389041049,0.488173934,0.537608862,0.142119289,-0.523756149
451829.8,6316773,1,/,Batalling,320,0.278466148,0.524617343,0.549757689,0.091489058,0.057607431
452329.8,6316773,1,/,Batalling,315,0.111589349,0.552134511,0.554984003,0.04094396,0.496575128
452829.8,6316773,1,/,Batalling,305,-0.222164249,0.553422811,0.562181234,0.051174161,0.517126737
453329.8,6316773,1,/,Batalling,290,-0.722794647,0.494261897,0.49794592,0.0477615,-0.426637903
453829.8,6316773,1,/,Batalling,300,-0.389041049,0.51543409,0.517134905,0.042645686,-0.088888437
454329.8,6316773,1,/,Batalling,310,-0.05528745,0.559608076,0.564901739,0.037674555,0.615797194
454829.8,6316773,1,/,Batalling,310,-0.05528745,0.563926441,0.568066984,0.035286007,0.684685923
455329.8,6316773,1,/,Batalling,305,-0.222164249,0.543112293,0.54643324,0.039270665,0.352648171
455829.8,6316773,1,/,Batalling,310,-0.05528745,0.505954974,0.511557043,0.054118002,-0.240104061
456329.8,6316773,1,/,Batalling,320,0.278466148,0.455215861,0.456905708,0.032499787,-1.049519898
456829.8,6316773,1,/,Batalling,320,0.278466148,0.443465859,0.443466634,0.026045033,-1.236961837
457329.8,6316773,1,/,Batalling,340,0.945973345,0.454790624,0.454005912,0.022048357,-1.056303492
457829.8,6316773,1,/,Batalling,345,1.112850144,0.446012039,0.445711315,0.021205416,-1.196343893
458329.8,6316773,1,/,Batalling,310,-0.05528745,0.44592528,0.450128496,0.034777146,-1.197727917
458829.8,6316773,1,/,Batalling,310,-0.05528745,0.420144724,0.414462641,0.041005593,-1.608992306
459329.8,6316773,1,/,Batalling,330,0.612219747,0.456115869,0.458989859,0.041187416,-1.035162518
459829.8,6316773,1,/,Batalling,340,0.945973345,0.452642933,0.448510662,0.039779164,-1.090564539
460329.8,6316773,1,/,Batalling,320,0.278466148,0.463462141,0.463100255,0.034528409,-0.917971094
441329.8,6317273,1,/,Batalling,260,-1.724055442,0.564548718,0.568988174,0.047062096,0.694612799
441829.8,6317273,1,/,Batalling,295,-0.555917848,0.565971068,0.568736374,0.0367414,0.717302841
442329.8,6317273,1,/,Batalling,310,-0.05528745,0.565377644,0.569816321,0.037436284,0.707836243
442829.8,6317273,1,/,Batalling,310,-0.05528745,0.573529659,0.58034429,0.054460692,0.837881285
443329.8,6317273,1,/,Batalling,315,0.111589349,0.5379235,0.542641938,0.049679897,0.269873937
443829.8,6317273,1,/,Batalling,305,-0.222164249,0.548367234,0.551941335,0.042931516,0.436477632
444329.8,6317273,1,/,Batalling,300,-0.389041049,0.561010709,0.571570396,0.056517776,0.638172701
444829.8,6317273,1,/,Batalling,325,0.445342947,0.560961819,0.560684204,0.043582052,0.637392783
445329.8,6317273,1,/,Batalling,300,-0.389041049,0.567117626,0.578428119,0.063286916,0.735593311
445829.8,6317273,1,/,Batalling,310,-0.05528745,0.551928498,0.55997932,0.051601144,0.493288705
446329.8,6317273,1,/,Batalling,335,0.779096546,0.556378366,0.558933973,0.035775737,0.564275237
446829.8,6317273,1,/,Batalling,355,1.446603743,0.566085426,0.570099026,0.036420462,0.719127138
447329.8,6317273,1,/,Batalling,350,1.279726943,0.555764801,0.558875203,0.038643144,0.554487339
447829.8,6317273,1,/,Batalling,335,0.779096546,0.550081633,0.551419497,0.043340094,0.463826586
448329.8,6317273,1,/,Batalling,325,0.445342947,0.57649775,0.580063611,0.038797824,0.885229764
448829.8,6317273,1,/,Batalling,305,-0.222164249,0.56564445,0.570115745,0.047383737,0.712092467
449329.8,6317273,1,/,Batalling,310,-0.05528745,0.549410087,0.553564668,0.045004209,0.453113747
449829.8,6317273,1,/,Batalling,300,-0.389041049,0.54182144,0.54440257,0.037997833,0.332055835
450329.8,6317273,1,/,Batalling,305,-0.222164249,0.400014232,0.512050778,0.193909145,-1.930124034
450829.8,6317273,1,/,Batalling,290,-0.722794647,0.246587904,0.195417285,0.143610838,-4.377657946
451329.8,6317273,1,/,Batalling,290,-0.722794647,0.526512308,0.541213244,0.088514486,0.087836866
451829.8,6317273,1,/,Batalling,295,-0.555917848,0.541511315,0.545439184,0.045986935,0.327108565
452329.8,6317273,1,/,Batalling,320,0.278466148,0.565458502,0.568417102,0.044014428,0.709126131
452829.8,6317273,1,/,Batalling,305,-0.222164249,0.54963132,0.552950323,0.040825114,0.456642967
453329.8,6317273,1,/,Batalling,295,-0.555917848,0.505067069,0.509794295,0.044987211,-0.254268368
453829.8,6317273,1,/,Batalling,295,-0.555917848,0.48915165,0.493459105,0.041920006,-0.508159132
454329.8,6317273,1,/,Batalling,290,-0.722794647,0.477284476,0.48653011,0.056041389,-0.697470258
454829.8,6317273,1,/,Batalling,290,-0.722794647,0.481181604,0.490362152,0.059503871,-0.635301313
455329.8,6317273,1,/,Batalling,295,-0.555917848,0.483140035,0.483904749,0.053331666,-0.604059437
455829.8,6317273,1,/,Batalling,300,-0.389041049,0.4834259,0.479986563,0.062459561,-0.599499175
456329.8,6317273,1,/,Batalling,305,-0.222164249,0.486044274,0.487139165,0.057632004,-0.557729556
456829.8,6317273,1,/,Batalling,320,0.278466148,0.481958487,0.478729472,0.040255195,-0.622908084
457329.8,6317273,1,/,Batalling,350,1.279726943,0.451839039,0.452681497,0.025786689,-1.10338866
457829.8,6317273,1,/,Batalling,335,0.779096546,0.452725336,0.453414217,0.022427811,-1.089250005
458329.8,6317273,1,/,Batalling,310,-0.05528745,0.438223955,0.439520955,0.021777456,-1.320583324
458829.8,6317273,1,/,Batalling,320,0.278466148,0.434824908,0.433453798,0.037418406,-1.374806631
459329.8,6317273,1,/,Batalling,345,1.112850144,0.447083329,0.450418979,0.041497996,-1.179254137
459829.8,6317273,1,/,Batalling,365,1.780357341,0.454003307,0.452413619,0.030827287,-1.068863169
460329.8,6317273,1,/,Batalling,350,1.279726943,0.440694774,0.439080521,0.034822535,-1.281167578
460829.8,6317273,1,/,Batalling,345,1.112850144,0.423351183,0.423748925,0.028902525,-1.55784126
441329.8,6317773,1,/,Batalling,265,-1.557178643,0.552639222,0.55761385,0.047369516,0.504626532
441829.8,6317773,1,/,Batalling,260,-1.724055442,0.542435663,0.546095908,0.051014783,0.341854229
442329.8,6317773,1,/,Batalling,265,-1.557178643,0.539822942,0.547363758,0.061928581,0.30017479
442829.8,6317773,1,/,Batalling,270,-1.390301844,0.565927208,0.573013783,0.051750682,0.716603164
443329.8,6317773,1,/,Batalling,270,-1.390301844,0.547279748,0.552838624,0.051578628,0.419129508
443829.8,6317773,1,/,Batalling,285,-0.889671446,0.551177532,0.5627096,0.066786334,0.481308918
444329.8,6317773,1,/,Batalling,280,-1.056548245,0.523536637,0.535542697,0.070126256,0.040367466
444829.8,6317773,1,/,Batalling,285,-0.889671446,0.547761256,0.557010829,0.058063477,0.426810766
445329.8,6317773,1,/,Batalling,300,-0.389041049,0.555170918,0.561151177,0.043644256,0.545013419
445829.8,6317773,1,/,Batalling,310,-0.05528745,0.567717151,0.570273161,0.036943777,0.745157235
446329.8,6317773,1,/,Batalling,330,0.612219747,0.552450231,0.554115832,0.038603536,0.501611652
446829.8,6317773,1,/,Batalling,325,0.445342947,0.560639016,0.56258893,0.038584316,0.632243267
447329.8,6317773,1,/,Batalling,300,-0.389041049,0.550974117,0.556962073,0.049824913,0.47806394
447829.8,6317773,1,/,Batalling,310,-0.05528745,0.580319894,0.582810283,0.041628444,0.946202527
448329.8,6317773,1,/,Batalling,330,0.612219747,0.562635214,0.562796831,0.037409183,0.664087621
448829.8,6317773,1,/,Batalling,295,-0.555917848,0.550159751,0.551185608,0.04039925,0.465072764
449329.8,6317773,1,/,Batalling,275,-1.223425045,0.517064809,0.519792318,0.050681478,-0.062874388
449829.8,6317773,1,/,Batalling,275,-1.223425045,0.513242242,0.518063098,0.05972414,-0.123853898
450329.8,6317773,1,/,Batalling,285,-0.889671446,0.489269638,0.508746952,0.095571155,-0.506276928
450829.8,6317773,1,/,Batalling,275,-1.223425045,0.44207828,0.470369637,0.110663837,-1.259097194
451329.8,6317773,1,/,Batalling,285,-0.889671446,0.503572925,0.508449346,0.055138607,-0.278103704
451829.8,6317773,1,/,Batalling,310,-0.05528745,0.553452205,0.554369122,0.04866255,0.517595645
452329.8,6317773,1,/,Batalling,305,-0.222164249,0.537971934,0.541793287,0.0532791,0.27064658
452829.8,6317773,1,/,Batalling,290,-0.722794647,0.495292936,0.499596119,0.051338049,-0.410190251
453329.8,6317773,1,/,Batalling,285,-0.889671446,0.455693363,0.458858177,0.052538113,-1.041902546
453829.8,6317773,1,/,Batalling,280,-1.056548245,0.468298305,0.474461764,0.057714836,-0.840822175
454329.8,6317773,1,/,Batalling,295,-0.555917848,0.484241999,0.487538606,0.046446168,-0.586480353
454829.8,6317773,1,/,Batalling,310,-0.05528745,0.515617231,0.518150717,0.042984075,-0.08596688
455329.8,6317773,1,/,Batalling,320,0.278466148,0.540193855,0.542933941,0.037754412,0.306091781
455829.8,6317773,1,/,Batalling,325,0.445342947,0.559708461,0.564340323,0.03481061,0.617398586
456329.8,6317773,1,/,Batalling,325,0.445342947,0.548009957,0.551846385,0.034718824,0.430778169
456829.8,6317773,1,/,Batalling,335,0.779096546,0.525000863,0.530011147,0.038633822,0.063725535
457329.8,6317773,1,/,Batalling,350,1.279726943,0.476502037,0.476843864,0.02686541,-0.709952118
457829.8,6317773,1,/,Batalling,345,1.112850144,0.465763284,0.469020754,0.034718692,-0.881262104
458329.8,6317773,1,/,Batalling,325,0.445342947,0.481031105,0.4766137,0.031486726,-0.637702148
458829.8,6317773,1,/,Batalling,310,-0.05528745,0.466163974,0.469760865,0.035134695,-0.874870096
459329.8,6317773,1,/,Batalling,320,0.278466148,0.452476298,0.451558605,0.051090361,-1.093222784
459829.8,6317773,1,/,Batalling,340,0.945973345,0.455959593,0.452369034,0.047448544,-1.037655511
460329.8,6317773,1,/,Batalling,360,1.613480542,0.471961066,0.472827896,0.027954865,-0.78239197
460829.8,6317773,1,/,Batalling,360,1.613480542,0.474306411,0.47378765,0.028289573,-0.744977847
461329.8,6317773,1,/,Batalling,355,1.446603743,0.445909319,0.444971204,0.025834954,-1.197982534
441329.8,6318273,1,/,Batalling,250,-2.057809041,0.524026604,0.528822273,0.050054955,0.048183666
441829.8,6318273,1,/,Batalling,255,-1.890932241,0.53386045,0.540401757,0.058818614,0.205058121
442329.8,6318273,1,/,Batalling,285,-0.889671446,0.580762847,0.586238891,0.041954789,0.953268736
442829.8,6318273,1,/,Batalling,310,-0.05528745,0.57563303,0.582303435,0.041478947,0.871435316
443329.8,6318273,1,/,Batalling,315,0.111589349,0.58263015,0.58651799,0.036253319,0.983056892
443829.8,6318273,1,/,Batalling,300,-0.389041049,0.571911985,0.575894415,0.041748281,0.812075336
444329.8,6318273,1,/,Batalling,290,-0.722794647,0.5638615,0.569134921,0.047055216,0.683649952
444829.8,6318273,1,/,Batalling,305,-0.222164249,0.556014094,0.559172511,0.037374796,0.558464187
445329.8,6318273,1,/,Batalling,325,0.445342947,0.559047322,0.561760187,0.037304844,0.606851764
445829.8,6318273,1,/,Batalling,345,1.112850144,0.564170087,0.566121727,0.035128678,0.688572687
446329.8,6318273,1,/,Batalling,330,0.612219747,0.564639585,0.567832589,0.034991951,0.696062355
446829.8,6318273,1,/,Batalling,305,-0.222164249,0.561811024,0.564765781,0.041381285,0.650939728
447329.8,6318273,1,/,Batalling,300,-0.389041049,0.559262412,0.563909829,0.0384365,0.610282988
447829.8,6318273,1,/,Batalling,320,0.278466148,0.560584411,0.560997039,0.035906234,0.631372181
448329.8,6318273,1,/,Batalling,315,0.111589349,0.546618829,0.54735297,0.04140522,0.408586196
448829.8,6318273,1,/,Batalling,285,-0.889671446,0.531518229,0.532473922,0.047363784,0.167693834
449329.8,6318273,1,/,Batalling,270,-1.390301844,0.516049888,0.519827396,0.047976804,-0.079064918
449829.8,6318273,1,/,Batalling,270,-1.390301844,0.483429939,0.488861322,0.05510499,-0.599434742
450329.8,6318273,1,/,Batalling,275,-1.223425045,0.494398696,0.499528199,0.047003862,-0.424455617
450829.8,6318273,1,/,Batalling,285,-0.889671446,0.508394956,0.509275794,0.040602902,-0.201180241
451329.8,6318273,1,/,Batalling,290,-0.722794647,0.511933679,0.513316244,0.041513209,-0.144728753
451829.8,6318273,1,/,Batalling,290,-0.722794647,0.522297645,0.52491647,0.045017101,0.020602443
452329.8,6318273,1,/,Batalling,295,-0.555917848,0.512782662,0.515726805,0.044056245,-0.131185349
452829.8,6318273,1,/,Batalling,280,-1.056548245,0.477428426,0.482837051,0.051389822,-0.695173895
453329.8,6318273,1,/,Batalling,285,-0.889671446,0.469566886,0.476794228,0.053270294,-0.820585133
453829.8,6318273,1,/,Batalling,305,-0.222164249,0.519155708,0.519335121,0.049666107,-0.029519316
454329.8,6318273,1,/,Batalling,305,-0.222164249,0.523366745,0.524887949,0.047276945,0.037657263
454829.8,6318273,1,/,Batalling,305,-0.222164249,0.503432734,0.508220345,0.047805917,-0.280340101
455329.8,6318273,1,/,Batalling,310,-0.05528745,0.530052007,0.534341991,0.045443901,0.144303923
455829.8,6318273,1,/,Batalling,330,0.612219747,0.546025976,0.550353467,0.038535829,0.399128707
456329.8,6318273,1,/,Batalling,325,0.445342947,0.531138372,0.537007242,0.045019622,0.161634164
456829.8,6318273,1,/,Batalling,325,0.445342947,0.50804812,0.51154232,0.031286739,-0.206713143
457329.8,6318273,1,/,Batalling,330,0.612219747,0.479182645,0.480136618,0.028919672,-0.667189711
457829.8,6318273,1,/,Batalling,350,1.279726943,0.47348976,0.474373236,0.024240471,-0.758005475
458329.8,6318273,1,/,Batalling,370,1.94723414,0.48754096,0.488390043,0.028272462,-0.533853669
458829.8,6318273,1,/,Batalling,360,1.613480542,0.499157743,0.501524061,0.043770551,-0.348536907
459329.8,6318273,1,/,Batalling,325,0.445342947,0.492083424,0.493706152,0.040432845,-0.46139
459829.8,6318273,1,/,Batalling,340,0.945973345,0.482589575,0.481912509,0.0409408,-0.612840651
460329.8,6318273,1,/,Batalling,360,1.613480542,0.47962396,0.476169333,0.03713714,-0.660149633
460829.8,6318273,1,/,Batalling,365,1.780357341,0.474628863,0.474703163,0.025416563,-0.739833931
461329.8,6318273,1,/,Batalling,350,1.279726943,0.471415303,0.471440151,0.030968077,-0.791098256
441329.8,6318773,1,/,Batalling,275,-1.223425045,0.554116439,0.557924509,0.040362298,0.52819184
441829.8,6318773,1,/,Batalling,290,-0.722794647,0.570928797,0.579153448,0.0500705,0.796391026
442329.8,6318773,1,/,Batalling,305,-0.222164249,0.561865313,0.566346705,0.039675553,0.651805773
442829.8,6318773,1,/,Batalling,305,-0.222164249,0.551408671,0.557776272,0.051327368,0.484996164
443329.8,6318773,1,/,Batalling,290,-0.722794647,0.548795382,0.553448558,0.048175357,0.443307664
443829.8,6318773,1,/,Batalling,305,-0.222164249,0.555393431,0.561143458,0.042617505,0.548563058
444329.8,6318773,1,/,Batalling,325,0.445342947,0.582140041,0.585401118,0.034447594,0.975238427
